name,type_1,type_2,height,weight,hp,attack,defense,special-attack,special-defense,speed
rotom-fan,electric,flying,3,3,50,65,107,105,107,86
rotom-mow,electric,grass,3,3,50,65,107,105,107,86
castform-sunny,fire,None,3,8,70,70,70,70,70,70
castform-rainy,water,None,3,8,70,70,70,70,70,70
castform-snowy,ice,None,3,8,70,70,70,70,70,70
basculin-blue-striped,water,None,10,180,70,92,65,80,55,98
darmanitan-zen,fire,psychic,13,929,105,30,105,140,105,55
meloetta-pirouette,normal,fighting,6,65,100,128,90,77,77,128
tornadus-therian,flying,None,14,630,79,100,80,110,90,121
thundurus-therian,electric,flying,30,610,79,105,70,145,80,101
landorus-therian,ground,flying,13,680,89,145,90,105,80,91
kyurem-black,dragon,ice,33,3250,125,170,100,120,90,95
kyurem-white,dragon,ice,36,3250,125,120,90,170,100,95
keldeo-resolute,water,fighting,14,485,91,72,90,129,90,108
meowstic-female,psychic,None,6,85,74,48,76,83,81,104
aegislash-blade,steel,ghost,17,530,60,140,50,140,50,60
pumpkaboo-small,ghost,grass,3,35,44,66,70,44,55,56
pumpkaboo-large,ghost,grass,5,75,54,66,70,44,55,46
pumpkaboo-super,ghost,grass,8,150,59,66,70,44,55,41
gourgeist-small,ghost,grass,7,95,55,85,122,58,75,99
gourgeist-large,ghost,grass,11,140,75,95,122,58,75,69
gourgeist-super,ghost,grass,17,390,85,100,122,58,75,54
venusaur-mega,grass,poison,24,1555,80,100,123,122,120,80
charizard-mega-x,fire,dragon,17,1105,78,130,111,130,85,100
charizard-mega-y,fire,flying,17,1005,78,104,78,159,115,100
blastoise-mega,water,None,16,1011,79,103,120,135,115,78
alakazam-mega,psychic,None,12,480,55,50,65,175,105,150
gengar-mega,ghost,poison,14,405,60,65,80,170,95,130
kangaskhan-mega,normal,None,22,1000,105,125,100,60,100,100
pinsir-mega,bug,flying,17,590,65,155,120,65,90,105
gyarados-mega,water,dark,65,3050,95,155,109,70,130,81
aerodactyl-mega,rock,flying,21,790,80,135,85,70,95,150
mewtwo-mega-x,psychic,fighting,23,1270,106,190,100,154,100,130
mewtwo-mega-y,psychic,None,15,330,106,150,70,194,120,140
ampharos-mega,electric,dragon,14,615,90,95,105,165,110,45
scizor-mega,bug,steel,20,1250,70,150,140,65,100,75
heracross-mega,bug,fighting,17,625,80,185,115,40,105,75
houndoom-mega,dark,fire,19,495,75,90,90,140,90,115
tyranitar-mega,rock,dark,25,2550,100,164,150,95,120,71
blaziken-mega,fire,fighting,19,520,80,160,80,130,80,100
gardevoir-mega,psychic,fairy,16,484,68,85,65,165,135,100
mawile-mega,steel,fairy,10,235,50,105,125,55,95,50
aggron-mega,steel,None,22,3950,70,140,230,60,80,50
medicham-mega,fighting,psychic,13,315,60,100,85,80,85,100
manectric-mega,electric,None,18,440,70,75,80,135,80,135
banette-mega,ghost,None,12,130,64,165,75,93,83,75
absol-mega,dark,None,12,490,65,150,60,115,60,115
garchomp-mega,dragon,ground,19,950,108,170,115,120,95,92
lucario-mega,fighting,steel,13,575,70,145,88,140,70,112
abomasnow-mega,grass,ice,27,1850,90,132,105,132,105,30
floette-eternal,fairy,None,2,9,74,65,67,125,128,92
latias-mega,dragon,psychic,18,520,80,100,120,140,150,110
latios-mega,dragon,psychic,23,700,80,130,100,160,120,110
swampert-mega,water,ground,19,1020,100,150,110,95,110,70
sceptile-mega,grass,dragon,19,552,70,110,75,145,85,145
sableye-mega,dark,ghost,5,1610,50,85,125,85,115,20
altaria-mega,dragon,fairy,15,206,75,110,110,110,105,80
gallade-mega,psychic,fighting,16,564,68,165,95,65,115,110
audino-mega,normal,fairy,15,320,103,60,126,80,126,50
sharpedo-mega,water,dark,25,1303,70,140,70,110,65,105
slowbro-mega,water,psychic,20,1200,95,75,180,130,80,30
steelix-mega,steel,ground,105,7400,75,125,230,55,95,30
pidgeot-mega,normal,flying,22,505,83,80,80,135,80,121
glalie-mega,ice,None,21,3502,80,120,80,120,80,100
diancie-mega,rock,fairy,11,278,50,160,110,160,110,110
metagross-mega,steel,psychic,25,9429,80,145,150,105,110,110
kyogre-primal,water,None,98,4300,100,150,90,180,160,90
groudon-primal,ground,fire,50,9997,100,180,160,150,90,90
rayquaza-mega,dragon,flying,108,3920,105,180,100,180,100,115
pikachu-rock-star,electric,None,4,60,35,55,40,50,50,90
pikachu-belle,electric,None,4,60,35,55,40,50,50,90
pikachu-pop-star,electric,None,4,60,35,55,40,50,50,90
pikachu-phd,electric,None,4,60,35,55,40,50,50,90
pikachu-libre,electric,None,4,60,35,55,40,50,50,90
pikachu-cosplay,electric,None,4,60,35,55,40,50,50,90
hoopa-unbound,psychic,dark,65,4900,80,160,60,170,130,80
camerupt-mega,fire,ground,25,3205,70,120,100,145,105,20
lopunny-mega,normal,fighting,13,283,65,136,94,54,96,135
salamence-mega,dragon,flying,18,1126,95,145,130,120,90,120
beedrill-mega,bug,poison,14,405,65,150,40,15,80,145
rattata-alola,dark,normal,3,38,30,56,35,25,35,72
raticate-alola,dark,normal,7,255,75,71,70,40,80,77
raticate-totem-alola,dark,normal,14,1050,75,71,70,40,80,77
pikachu-original-cap,electric,None,4,60,35,55,40,50,50,90
pikachu-hoenn-cap,electric,None,4,60,35,55,40,50,50,90
pikachu-sinnoh-cap,electric,None,4,60,35,55,40,50,50,90
pikachu-unova-cap,electric,None,4,60,35,55,40,50,50,90
pikachu-kalos-cap,electric,None,4,60,35,55,40,50,50,90
pikachu-alola-cap,electric,None,4,60,35,55,40,50,50,90
raichu-alola,electric,psychic,7,210,60,85,50,95,85,110
sandshrew-alola,ice,steel,7,400,50,75,90,10,35,40
sandslash-alola,ice,steel,12,550,75,100,120,25,65,65
vulpix-alola,ice,None,6,99,38,41,40,50,65,65
ninetales-alola,ice,fairy,11,199,73,67,75,81,100,109
diglett-alola,ground,steel,2,10,10,55,30,35,45,90
dugtrio-alola,ground,steel,7,666,35,100,60,50,70,110
meowth-alola,dark,None,4,42,40,35,35,50,40,90
persian-alola,dark,None,11,330,65,60,60,75,65,115
geodude-alola,rock,electric,4,203,40,80,100,30,30,20
graveler-alola,rock,electric,10,1100,55,95,115,45,45,35
golem-alola,rock,electric,17,3160,80,120,130,55,65,45
grimer-alola,poison,dark,7,420,80,80,50,40,50,25
muk-alola,poison,dark,10,520,105,105,75,65,100,50
exeggutor-alola,grass,dragon,109,4156,95,105,85,125,75,45
marowak-alola,fire,ghost,10,340,60,80,110,50,80,45
greninja-battle-bond,water,dark,15,400,72,95,67,103,71,122
greninja-ash,water,dark,15,400,72,145,67,153,71,132
zygarde-10-power-construct,dragon,ground,12,335,54,100,71,61,85,115
zygarde-50-power-construct,dragon,ground,50,3050,108,100,121,81,95,95
zygarde-complete,dragon,ground,45,6100,216,100,121,91,95,85
gumshoos-totem,normal,None,14,600,88,110,60,55,60,45
vikavolt-totem,bug,electric,26,1475,77,70,90,145,75,43
oricorio-pom-pom,electric,flying,6,34,75,70,70,98,70,93
oricorio-pau,psychic,flying,6,34,75,70,70,98,70,93
oricorio-sensu,ghost,flying,6,34,75,70,70,98,70,93
lycanroc-midnight,rock,None,11,250,85,115,75,55,75,82
wishiwashi-school,water,None,82,786,45,140,130,140,135,30
lurantis-totem,grass,None,15,580,70,105,90,80,90,45
salazzle-totem,poison,fire,21,810,68,64,60,111,60,117
minior-orange-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-yellow-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-green-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-blue-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-indigo-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-violet-meteor,rock,flying,3,400,60,60,100,60,100,60
minior-red,rock,flying,3,3,60,100,60,100,60,120
minior-orange,rock,flying,3,3,60,100,60,100,60,120
minior-yellow,rock,flying,3,3,60,100,60,100,60,120
minior-green,rock,flying,3,3,60,100,60,100,60,120
minior-blue,rock,flying,3,3,60,100,60,100,60,120
minior-indigo,rock,flying,3,3,60,100,60,100,60,120
minior-violet,rock,flying,3,3,60,100,60,100,60,120
mimikyu-busted,ghost,fairy,2,7,55,90,80,50,105,96
mimikyu-totem-disguised,ghost,fairy,4,28,55,90,80,50,105,96
mimikyu-totem-busted,ghost,fairy,4,28,55,90,80,50,105,96
kommo-o-totem,dragon,fighting,24,2075,75,110,125,100,105,85
magearna-original,steel,fairy,10,805,80,95,115,130,115,65
pikachu-partner-cap,electric,None,4,60,35,55,40,50,50,90
marowak-totem,fire,ghost,17,980,60,80,110,50,80,45
ribombee-totem,bug,fairy,4,20,60,55,60,95,70,124
rockruff-own-tempo,rock,None,5,92,45,65,40,30,40,60
lycanroc-dusk,rock,None,8,250,75,117,65,55,65,110
araquanid-totem,water,bug,31,2175,68,70,92,50,132,42
togedemaru-totem,electric,steel,6,130,65,98,63,40,73,96
necrozma-dusk,psychic,steel,38,4600,97,157,127,113,109,77
necrozma-dawn,psychic,ghost,42,3500,97,113,109,157,127,77
necrozma-ultra,psychic,dragon,75,2300,97,167,97,167,97,129
pikachu-starter,electric,None,4,60,45,80,50,75,60,120
eevee-starter,normal,None,3,65,65,75,70,65,85,75
pikachu-world-cap,electric,None,4,60,35,55,40,50,50,90
meowth-galar,steel,None,4,75,50,65,55,40,40,40
ponyta-galar,psychic,None,8,240,50,85,55,65,65,90
rapidash-galar,psychic,fairy,17,800,65,100,70,80,80,105
slowpoke-galar,psychic,None,12,360,90,65,65,40,40,15
slowbro-galar,poison,psychic,16,705,95,100,95,100,70,30
farfetchd-galar,fighting,None,8,420,52,95,55,58,62,55
weezing-galar,poison,fairy,30,160,65,90,120,85,70,60
mr-mime-galar,ice,psychic,14,568,50,65,65,90,90,100
articuno-galar,psychic,flying,17,509,90,85,85,125,100,95
zapdos-galar,fighting,flying,16,582,90,125,90,85,90,100
moltres-galar,dark,flying,20,660,90,85,90,100,125,90
slowking-galar,poison,psychic,18,795,95,65,80,110,110,30
corsola-galar,ghost,None,6,5,60,55,100,65,100,30
zigzagoon-galar,dark,normal,4,175,38,30,41,30,41,60
linoone-galar,dark,normal,5,325,78,70,61,50,61,100
darumaka-galar,ice,None,7,400,70,90,45,15,45,50
darmanitan-galar-standard,ice,None,17,1200,105,140,55,30,55,95
darmanitan-galar-zen,ice,fire,17,1200,105,160,55,30,55,135
yamask-galar,ground,ghost,5,15,38,55,85,30,65,30
stunfisk-galar,ground,steel,7,205,109,81,99,66,84,32
zygarde-10,dragon,ground,12,335,54,100,71,61,85,115
cramorant-gulping,flying,water,8,180,70,85,55,85,95,85
cramorant-gorging,flying,water,8,180,70,85,55,85,95,85
toxtricity-low-key,electric,poison,16,400,75,98,70,114,70,75
eiscue-noice,ice,None,14,890,75,80,70,65,50,130
indeedee-female,psychic,normal,9,280,70,55,65,95,105,85
morpeko-hangry,electric,dark,3,30,58,95,58,70,58,97
zacian-crowned,fairy,steel,28,3550,92,150,115,80,115,148
zamazenta-crowned,fighting,steel,29,7850,92,120,140,80,140,128
eternatus-eternamax,poison,dragon,1000,0,255,115,250,125,250,130
urshifu-rapid-strike,fighting,water,19,1050,100,130,100,63,60,97
zarude-dada,dark,grass,18,700,105,120,105,70,95,105
calyrex-ice,psychic,ice,24,8091,100,165,150,85,130,50
calyrex-shadow,psychic,ghost,24,536,100,85,80,165,100,150
venusaur-gmax,grass,poison,240,10000,80,82,83,100,100,80
charizard-gmax,fire,flying,280,10000,78,84,78,109,85,100
blastoise-gmax,water,None,250,10000,79,83,100,85,105,78
butterfree-gmax,bug,flying,170,10000,60,45,50,90,80,70
pikachu-gmax,electric,None,210,10000,35,55,40,50,50,90
meowth-gmax,normal,None,330,10000,40,45,35,40,40,90
machamp-gmax,fighting,None,250,10000,90,130,80,65,85,55
gengar-gmax,ghost,poison,200,10000,60,65,60,130,75,110
kingler-gmax,water,None,190,10000,55,130,115,50,50,75
lapras-gmax,water,ice,240,10000,130,85,80,85,95,60
eevee-gmax,normal,None,180,10000,55,55,50,45,65,55
snorlax-gmax,normal,None,350,10000,160,110,65,65,110,30
garbodor-gmax,poison,None,210,10000,80,95,82,60,82,75
melmetal-gmax,steel,None,250,10000,135,143,143,80,65,34
rillaboom-gmax,grass,None,280,10000,100,125,90,60,70,85
cinderace-gmax,fire,None,270,10000,80,116,75,65,75,119
inteleon-gmax,water,None,400,10000,70,85,65,125,65,120
corviknight-gmax,flying,steel,140,10000,98,87,105,53,85,67
orbeetle-gmax,bug,psychic,140,10000,60,45,110,80,120,90
drednaw-gmax,water,rock,240,10000,90,115,90,48,68,74
coalossal-gmax,rock,fire,420,10000,110,80,120,80,90,30
flapple-gmax,grass,dragon,240,10000,70,110,80,95,60,70
appletun-gmax,grass,dragon,240,10000,110,85,80,100,80,30
sandaconda-gmax,ground,None,220,10000,72,107,125,65,70,71
toxtricity-amped-gmax,electric,poison,240,10000,75,98,70,114,70,75
centiskorch-gmax,fire,bug,750,10000,100,115,65,90,90,65
hatterene-gmax,psychic,fairy,260,10000,57,90,95,136,103,29
grimmsnarl-gmax,dark,fairy,320,10000,95,120,65,95,75,60
alcremie-gmax,fairy,None,300,10000,65,60,75,110,121,64
copperajah-gmax,steel,None,230,10000,122,130,69,80,69,30
duraludon-gmax,steel,dragon,430,10000,70,95,115,120,50,85
urshifu-single-strike-gmax,fighting,dark,290,10000,100,130,100,63,60,97
urshifu-rapid-strike-gmax,fighting,water,260,10000,100,130,100,63,60,97
toxtricity-low-key-gmax,electric,poison,240,10000,75,98,70,114,70,75
growlithe-hisui,fire,rock,8,227,60,75,45,65,50,55
arcanine-hisui,fire,rock,20,1680,95,115,80,95,80,90
voltorb-hisui,electric,grass,5,130,40,30,50,55,55,100
electrode-hisui,electric,grass,12,710,60,50,70,80,80,150
typhlosion-hisui,fire,ghost,16,698,73,84,78,119,85,95
qwilfish-hisui,dark,poison,5,39,65,95,85,55,55,85
sneasel-hisui,fighting,poison,9,270,55,95,55,35,75,115
samurott-hisui,water,dark,15,582,90,108,80,100,65,85
lilligant-hisui,grass,fighting,12,192,70,105,75,50,75,105
zorua-hisui,normal,ghost,7,125,35,60,40,85,40,70
zoroark-hisui,normal,ghost,16,730,55,100,60,125,60,110
braviary-hisui,psychic,flying,17,434,110,83,70,112,70,65
sliggoo-hisui,steel,dragon,7,685,58,75,83,83,113,40
goodra-hisui,steel,dragon,17,3341,80,100,100,110,150,60
avalugg-hisui,ice,rock,14,2624,95,127,184,34,36,38
decidueye-hisui,grass,fighting,16,370,88,112,80,95,95,60
dialga-origin,steel,dragon,70,8487,100,100,120,150,120,90
palkia-origin,water,dragon,63,6590,90,100,100,150,120,120
basculin-white-striped,water,None,10,180,70,92,65,80,55,98
basculegion-female,water,ghost,30,1100,120,92,65,100,75,78
enamorus-therian,fairy,flying,16,480,74,115,110,135,100,46
tauros-paldea-combat-breed,fighting,None,14,1150,75,110,105,30,70,100
tauros-paldea-blaze-breed,fighting,fire,14,850,75,110,105,30,70,100
tauros-paldea-aqua-breed,fighting,water,14,1100,75,110,105,30,70,100
wooper-paldea,poison,ground,4,110,55,45,45,25,25,15
oinkologne-female,normal,None,10,1200,115,90,70,59,90,65
dudunsparce-three-segment,normal,None,45,474,125,100,80,85,75,55
palafin-hero,water,None,18,974,100,160,97,106,87,100
maushold-family-of-three,normal,None,3,28,74,75,70,65,75,111
tatsugiri-droopy,dragon,water,3,80,68,50,60,120,95,82
tatsugiri-stretchy,dragon,water,3,80,68,50,60,120,95,82
squawkabilly-blue-plumage,normal,flying,6,24,82,96,51,45,51,92
squawkabilly-yellow-plumage,normal,flying,6,24,82,96,51,45,51,92
squawkabilly-white-plumage,normal,flying,6,24,82,96,51,45,51,92
gimmighoul-roaming,ghost,None,1,10,45,30,25,75,45,80
koraidon-limited-build,fighting,dragon,35,3030,100,135,115,85,100,135
koraidon-sprinting-build,fighting,dragon,35,3030,100,135,115,85,100,135
koraidon-swimming-build,fighting,dragon,35,3030,100,135,115,85,100,135
koraidon-gliding-build,fighting,dragon,35,3030,100,135,115,85,100,135
miraidon-low-power-mode,electric,dragon,28,2400,100,85,100,135,115,135
miraidon-drive-mode,electric,dragon,28,2400,100,85,100,135,115,135
miraidon-aquatic-mode,electric,dragon,28,2400,100,85,100,135,115,135
miraidon-glide-mode,electric,dragon,28,2400,100,85,100,135,115,135
ursaluna-bloodmoon,ground,normal,24,2900,113,70,120,135,65,52
ogerpon-wellspring-mask,grass,water,12,398,80,120,84,60,96,110
ogerpon-hearthflame-mask,grass,fire,12,398,80,120,84,60,96,110
ogerpon-cornerstone-mask,grass,rock,12,398,80,120,84,60,96,110
terapagos-terastal,normal,None,3,160,95,95,110,105,110,85
terapagos-stellar,normal,None,17,770,95,95,110,105,110,85
